"","gvkey","sic2","category"
"8391",22528,73,"Services"
"8392",22532,42,"Transportation & Public Utilities"
"8393",22536,78,"Services"
"8394",22542,87,"Services"
"8395",22543,58,"Retail Trade"
"8396",22544,65,"Finance, Insurance, Real Estate"
"8397",22545,NA,NA
"8398",22546,32,"Manufacturing"
"8399",22548,NA,NA
"8400",22552,13,"Mining"
"8401",22555,NA,NA
"8402",22559,NA,NA
"8403",22560,NA,NA
"8404",22567,35,"Manufacturing"
"8405",22570,10,"Mining"
"8406",22578,10,"Mining"
"8407",22583,50,"Wholesale Trade"
"8408",22584,NA,NA
"8409",22590,28,"Manufacturing"
"8410",22592,NA,NA
"8411",22601,73,"Services"
"8412",22603,14,"Mining"
"8413",22604,28,"Manufacturing"
"8414",22612,56,"Retail Trade"
"8415",22615,63,"Finance, Insurance, Real Estate"
"8416",22618,NA,NA
"8417",22619,35,"Manufacturing"
"8418",22623,81,"Services"
"8419",22627,NA,NA
"8420",22629,67,"Finance, Insurance, Real Estate"
"8421",22632,28,"Manufacturing"
"8422",22633,NA,NA
"8423",22635,NA,NA
"8424",22637,32,"Manufacturing"
"8425",22638,73,"Services"
"8426",22641,13,"Mining"
"8427",22650,10,"Mining"
"8428",22653,34,"Manufacturing"
"8429",22657,73,"Services"
"8430",22658,NA,NA
"8431",22659,27,"Manufacturing"
"8432",22662,NA,NA
"8433",22664,NA,NA
"8434",22667,38,"Manufacturing"
"8435",22668,13,"Mining"
"8436",22671,13,"Mining"
"8437",22672,58,"Retail Trade"
"8438",22673,28,"Manufacturing"
"8439",22674,67,"Finance, Insurance, Real Estate"
"8440",22675,82,"Services"
"8441",22676,38,"Manufacturing"
"8442",22677,NA,NA
"8443",22681,28,"Manufacturing"
"8444",22695,27,"Manufacturing"
"8445",22696,NA,NA
"8446",22697,28,"Manufacturing"
"8447",22698,NA,NA
"8448",22703,NA,NA
"8449",22704,38,"Manufacturing"
"8450",22706,62,"Finance, Insurance, Real Estate"
"8451",22707,37,"Manufacturing"
"8452",22708,NA,NA
"8453",22709,28,"Manufacturing"
"8454",22713,28,"Manufacturing"
"8455",22715,28,"Manufacturing"
"8456",22717,NA,NA
"8457",22718,73,"Services"
"8458",22727,10,"Mining"
"8459",22728,NA,NA
"8460",22729,38,"Manufacturing"
"8461",22730,10,"Mining"
"8462",22731,42,"Transportation & Public Utilities"
"8463",22732,13,"Mining"
"8464",22733,38,"Manufacturing"
"8465",22734,NA,NA
"8466",22735,53,"Retail Trade"
"8467",22741,28,"Manufacturing"
"8468",22751,NA,NA
"8469",22759,NA,NA
"8470",22760,NA,NA
"8471",22761,38,"Manufacturing"
"8472",22762,73,"Services"
"8473",22763,48,"Transportation & Public Utilities"
"8474",22765,73,"Services"
"8475",22772,36,"Manufacturing"
"8476",22773,38,"Manufacturing"
"8477",22776,48,"Transportation & Public Utilities"
"8478",22783,44,"Transportation & Public Utilities"
"8479",22787,NA,NA
"8480",22788,NA,NA
"8481",22789,20,"Manufacturing"
"8482",22790,73,"Services"
"8483",22791,NA,NA
"8484",22792,NA,NA
"8485",22793,10,"Mining"
"8486",22794,13,"Mining"
"8487",22795,NA,NA
"8488",22796,NA,NA
"8489",22797,73,"Services"
"8490",22798,NA,NA
"8491",22799,NA,NA
"8492",22801,13,"Mining"
"8493",22802,NA,NA
"8494",22803,NA,NA
"8495",22808,13,"Mining"
"8496",22809,62,"Finance, Insurance, Real Estate"
"8497",22810,24,"Manufacturing"
"8498",22815,38,"Manufacturing"
"8499",22817,30,"Manufacturing"
"8500",22819,50,"Wholesale Trade"
"8501",22821,48,"Transportation & Public Utilities"
"8502",22822,58,"Retail Trade"
"8503",22823,73,"Services"
"8504",22827,NA,NA
"8505",22829,58,"Retail Trade"
"8506",22831,NA,NA
"8507",22832,73,"Services"
"8508",22833,67,"Finance, Insurance, Real Estate"
"8509",22834,NA,NA
"8510",22837,28,"Manufacturing"
"8511",22839,37,"Manufacturing"
"8512",22843,50,"Wholesale Trade"
"8513",22846,45,"Transportation & Public Utilities"
"8514",22853,67,"Finance, Insurance, Real Estate"
"8515",22854,16,"Construction"
"8516",22855,73,"Services"
"8517",22861,80,"Services"
"8518",22862,73,"Services"
"8519",22864,73,"Services"
"8520",22865,NA,NA
"8521",22867,80,"Services"
"8522",22868,60,"Finance, Insurance, Real Estate"
"8523",22872,NA,NA
"8524",22873,NA,NA
"8525",22874,NA,NA
"8526",22878,99,"Public Administration"
"8527",22879,87,"Services"
"8528",22882,78,"Services"
"8529",22890,NA,NA
"8530",22896,NA,NA
"8531",22905,NA,NA
"8532",22908,NA,NA
"8533",22913,48,"Transportation & Public Utilities"
"8534",22927,38,"Manufacturing"
"8535",22940,NA,NA
"8536",22946,13,"Mining"
"8537",22949,37,"Manufacturing"
"8538",22952,NA,NA
"8539",22954,NA,NA
"8540",22957,99,"Public Administration"
"8541",22962,13,"Mining"
"8542",22963,NA,NA
"8543",22964,28,"Manufacturing"
"8544",22965,28,"Manufacturing"
"8545",22970,65,"Finance, Insurance, Real Estate"
"8546",22972,50,"Wholesale Trade"
"8547",22974,13,"Mining"
"8548",22975,60,"Finance, Insurance, Real Estate"
"8549",22977,NA,NA
"8550",22978,25,"Manufacturing"
"8551",22979,NA,NA
"8552",22980,80,"Services"
"8553",22982,99,"Public Administration"
"8554",22983,67,"Finance, Insurance, Real Estate"
"8555",22985,67,"Finance, Insurance, Real Estate"
"8556",22991,26,"Manufacturing"
"8557",22994,NA,NA
"8558",22995,67,"Finance, Insurance, Real Estate"
"8559",22997,NA,NA
"8560",23000,28,"Manufacturing"
"8561",23001,NA,NA
"8562",23002,13,"Mining"
"8563",23003,NA,NA
"8564",23004,35,"Manufacturing"
"8565",23006,63,"Finance, Insurance, Real Estate"
"8566",23007,NA,NA
"8567",23010,NA,NA
"8568",23014,NA,NA
"8569",23015,70,"Services"
"8570",23018,NA,NA
"8571",23019,NA,NA
"8572",23025,NA,NA
"8573",23027,87,"Services"
"8574",23028,NA,NA
"8575",23034,73,"Services"
"8576",23035,NA,NA
"8577",23043,NA,NA
"8578",23044,NA,NA
"8579",23045,38,"Manufacturing"
"8580",23047,13,"Mining"
"8581",23048,NA,NA
"8582",23050,58,"Retail Trade"
"8583",23051,35,"Manufacturing"
"8584",23052,20,"Manufacturing"
"8585",23053,NA,NA
"8586",23057,NA,NA
"8587",23060,60,"Finance, Insurance, Real Estate"
"8588",23061,NA,NA
"8589",23062,23,"Manufacturing"
"8590",23063,NA,NA
"8591",23064,NA,NA
"8592",23065,40,"Transportation & Public Utilities"
"8593",23066,NA,NA
"8594",23067,36,"Manufacturing"
"8595",23068,13,"Mining"
"8596",23069,NA,NA
"8597",23070,NA,NA
"8598",23071,73,"Services"
"8599",23072,NA,NA
"8600",23076,35,"Manufacturing"
"8601",23077,67,"Finance, Insurance, Real Estate"
"8602",23078,NA,NA
"8603",23079,NA,NA
"8604",23080,10,"Mining"
"8605",23081,NA,NA
"8606",23082,73,"Services"
"8607",23083,36,"Manufacturing"
"8608",23084,36,"Manufacturing"
"8609",23086,67,"Finance, Insurance, Real Estate"
"8610",23088,38,"Manufacturing"
"8611",23089,73,"Services"
"8612",23091,NA,NA
"8613",23092,NA,NA
"8614",23093,NA,NA
"8615",23094,NA,NA
"8616",23095,NA,NA
"8617",23096,NA,NA
"8618",23097,38,"Manufacturing"
"8619",23098,28,"Manufacturing"
"8620",23100,35,"Manufacturing"
"8621",23101,NA,NA
"8622",23105,NA,NA
"8623",23106,NA,NA
"8624",23107,60,"Finance, Insurance, Real Estate"
"8625",23108,NA,NA
"8626",23109,NA,NA
"8627",23110,NA,NA
"8628",23111,NA,NA
"8629",23113,58,"Retail Trade"
"8630",23115,NA,NA
"8631",23116,NA,NA
"8632",23118,63,"Finance, Insurance, Real Estate"
"8633",23119,36,"Manufacturing"
"8634",23120,53,"Retail Trade"
"8635",23122,67,"Finance, Insurance, Real Estate"
"8636",23123,73,"Services"
"8637",23124,NA,NA
"8638",23125,NA,NA
"8639",23130,13,"Mining"
"8640",23133,28,"Manufacturing"
"8641",23135,28,"Manufacturing"
"8642",23137,65,"Finance, Insurance, Real Estate"
"8643",23143,NA,NA
"8644",23145,NA,NA
"8645",23146,13,"Mining"
"8646",23147,NA,NA
"8647",23150,NA,NA
"8648",23152,NA,NA
"8649",23153,35,"Manufacturing"
"8650",23156,NA,NA
"8651",23158,NA,NA
"8652",23161,65,"Finance, Insurance, Real Estate"
"8653",23167,37,"Manufacturing"
"8654",23168,NA,NA
"8655",23169,NA,NA
"8656",23170,36,"Manufacturing"
"8657",23171,13,"Mining"
"8658",23172,NA,NA
"8659",23173,NA,NA
"8660",23175,99,"Public Administration"
"8661",23183,NA,NA
"8662",23184,NA,NA
"8663",23187,NA,NA
"8664",23188,NA,NA
"8665",23189,NA,NA
"8666",23190,NA,NA
"8667",23192,NA,NA
"8668",23193,NA,NA
"8669",23194,64,"Finance, Insurance, Real Estate"
"8670",23195,17,"Construction"
"8671",23196,38,"Manufacturing"
"8672",23197,36,"Manufacturing"
"8673",23199,40,"Transportation & Public Utilities"
"8674",23208,59,"Retail Trade"
"8675",23217,NA,NA
"8676",23218,53,"Retail Trade"
"8677",23220,34,"Manufacturing"
"8678",23221,49,"Transportation & Public Utilities"
"8679",23222,50,"Wholesale Trade"
"8680",23223,10,"Mining"
"8681",23224,38,"Manufacturing"
"8682",23225,48,"Transportation & Public Utilities"
"8683",23226,73,"Services"
"8684",23227,48,"Transportation & Public Utilities"
"8685",23228,NA,NA
"8686",23237,NA,NA
"8687",23238,73,"Services"
"8688",23241,28,"Manufacturing"
"8689",23243,35,"Manufacturing"
"8690",23244,59,"Retail Trade"
"8691",23245,17,"Construction"
"8692",23247,62,"Finance, Insurance, Real Estate"
"8693",23249,35,"Manufacturing"
"8694",23251,54,"Retail Trade"
"8695",23252,25,"Manufacturing"
"8696",23253,28,"Manufacturing"
"8697",23255,NA,NA
"8698",23256,NA,NA
"8699",23261,80,"Services"
"8700",23262,35,"Manufacturing"
"8701",23270,NA,NA
"8702",23272,73,"Services"
"8703",23273,NA,NA
"8704",23275,73,"Services"
"8705",23276,65,"Finance, Insurance, Real Estate"
"8706",23278,NA,NA
"8707",23282,35,"Manufacturing"
"8708",23285,NA,NA
"8709",23287,49,"Transportation & Public Utilities"
"8710",23288,36,"Manufacturing"
"8711",23291,38,"Manufacturing"
"8712",23294,60,"Finance, Insurance, Real Estate"
"8713",23296,24,"Manufacturing"
"8714",23297,28,"Manufacturing"
"8715",23299,NA,NA
"8716",23317,NA,NA
"8717",23320,NA,NA
"8718",23325,NA,NA
"8719",23326,NA,NA
"8720",23327,NA,NA
"8721",23328,NA,NA
"8722",23330,NA,NA
"8723",23331,NA,NA
"8724",23332,NA,NA
"8725",23334,NA,NA
"8726",23335,28,"Manufacturing"
"8727",23337,NA,NA
"8728",23338,13,"Mining"
"8729",23339,28,"Manufacturing"
"8730",23340,NA,NA
"8731",23351,NA,NA
"8732",23352,NA,NA
"8733",23353,67,"Finance, Insurance, Real Estate"
"8734",23354,NA,NA
"8735",23355,38,"Manufacturing"
"8736",23357,60,"Finance, Insurance, Real Estate"
"8737",23358,28,"Manufacturing"
"8738",23362,NA,NA
"8739",23363,NA,NA
"8740",23368,NA,NA
"8741",23369,NA,NA
"8742",23370,28,"Manufacturing"
"8743",23378,NA,NA
"8744",23385,NA,NA
"8745",23387,38,"Manufacturing"
"8746",23388,NA,NA
"8747",23391,48,"Transportation & Public Utilities"
"8748",23392,NA,NA
"8749",23393,NA,NA
"8750",23394,NA,NA
"8751",23395,NA,NA
"8752",23400,NA,NA
"8753",23401,NA,NA
"8754",23402,NA,NA
"8755",23403,NA,NA
"8756",23404,NA,NA
"8757",23407,28,"Manufacturing"
"8758",23408,NA,NA
"8759",23420,33,"Manufacturing"
"8760",23422,28,"Manufacturing"
"8761",23423,NA,NA
"8762",23424,NA,NA
"8763",23432,62,"Finance, Insurance, Real Estate"
"8764",23433,13,"Mining"
"8765",23434,72,"Services"
"8766",23442,52,"Retail Trade"
"8767",23449,NA,NA
"8768",23450,NA,NA
"8769",23464,73,"Services"
"8770",23465,NA,NA
"8771",23466,65,"Finance, Insurance, Real Estate"
"8772",23467,NA,NA
"8773",23468,NA,NA
"8774",23469,79,"Services"
"8775",23473,NA,NA
"8776",23480,67,"Finance, Insurance, Real Estate"
"8777",23481,NA,NA
"8778",23483,32,"Manufacturing"
"8779",23484,78,"Services"
"8780",23485,63,"Finance, Insurance, Real Estate"
"8781",23486,35,"Manufacturing"
"8782",23487,38,"Manufacturing"
"8783",23489,70,"Services"
"8784",23490,28,"Manufacturing"
"8785",23491,26,"Manufacturing"
"8786",23492,61,"Finance, Insurance, Real Estate"
"8787",23494,73,"Services"
"8788",23495,NA,NA
"8789",23496,36,"Manufacturing"
"8790",23499,35,"Manufacturing"
"8791",23500,NA,NA
"8792",23503,28,"Manufacturing"
"8793",23504,10,"Mining"
"8794",23520,62,"Finance, Insurance, Real Estate"
"8795",23521,28,"Manufacturing"
"8796",23522,NA,NA
"8797",23523,NA,NA
"8798",23526,64,"Finance, Insurance, Real Estate"
"8799",23528,38,"Manufacturing"
"8800",23531,NA,NA
"8801",23532,NA,NA
"8802",23534,48,"Transportation & Public Utilities"
"8803",23535,73,"Services"
"8804",23537,12,"Mining"
"8805",23539,NA,NA
"8806",23540,37,"Manufacturing"
"8807",23544,NA,NA
"8808",23546,73,"Services"
"8809",23547,60,"Finance, Insurance, Real Estate"
"8810",23548,NA,NA
"8811",23549,NA,NA
"8812",23552,60,"Finance, Insurance, Real Estate"
"8813",23553,NA,NA
"8814",23554,60,"Finance, Insurance, Real Estate"
"8815",23555,28,"Manufacturing"
"8816",23556,NA,NA
"8817",23557,NA,NA
"8818",23561,13,"Mining"
"8819",23563,NA,NA
"8820",23569,NA,NA
"8821",23570,28,"Manufacturing"
"8822",23571,NA,NA
"8823",23574,28,"Manufacturing"
"8824",23576,39,"Manufacturing"
"8825",23577,23,"Manufacturing"
"8826",23583,80,"Services"
"8827",23587,33,"Manufacturing"
"8828",23590,13,"Mining"
"8829",23591,37,"Manufacturing"
"8830",23592,60,"Finance, Insurance, Real Estate"
"8831",23593,NA,NA
"8832",23594,NA,NA
"8833",23598,NA,NA
"8834",23599,NA,NA
"8835",23600,62,"Finance, Insurance, Real Estate"
"8836",23602,NA,NA
"8837",23604,NA,NA
"8838",23605,28,"Manufacturing"
"8839",23606,28,"Manufacturing"
"8840",23609,87,"Services"
"8841",23614,NA,NA
"8842",23615,NA,NA
"8843",23616,36,"Manufacturing"
"8844",23620,87,"Services"
"8845",23622,28,"Manufacturing"
"8846",23623,73,"Services"
"8847",23624,NA,NA
"8848",23625,NA,NA
"8849",23626,NA,NA
"8850",23627,28,"Manufacturing"
"8851",23630,50,"Wholesale Trade"
"8852",23635,NA,NA
"8853",23643,NA,NA
"8854",23644,NA,NA
"8855",23645,NA,NA
"8856",23647,NA,NA
"8857",23649,NA,NA
"8858",23650,73,"Services"
"8859",23653,NA,NA
"8860",23663,NA,NA
"8861",23666,NA,NA
"8862",23667,54,"Retail Trade"
"8863",23669,NA,NA
"8864",23671,36,"Manufacturing"
"8865",23673,NA,NA
"8866",23674,NA,NA
"8867",23675,NA,NA
"8868",23688,NA,NA
"8869",23692,61,"Finance, Insurance, Real Estate"
"8870",23695,NA,NA
"8871",23696,NA,NA
"8872",23697,58,"Retail Trade"
"8873",23698,60,"Finance, Insurance, Real Estate"
"8874",23699,NA,NA
"8875",23700,36,"Manufacturing"
"8876",23701,36,"Manufacturing"
"8877",23702,46,"Transportation & Public Utilities"
"8878",23703,59,"Retail Trade"
"8879",23704,38,"Manufacturing"
"8880",23705,38,"Manufacturing"
"8881",23709,NA,NA
"8882",23712,50,"Wholesale Trade"
"8883",23713,99,"Public Administration"
"8884",23714,80,"Services"
"8885",23716,63,"Finance, Insurance, Real Estate"
"8886",23717,36,"Manufacturing"
"8887",23721,99,"Public Administration"
"8888",23724,65,"Finance, Insurance, Real Estate"
"8889",23727,65,"Finance, Insurance, Real Estate"
"8890",23730,67,"Finance, Insurance, Real Estate"
"8891",23731,10,"Mining"
"8892",23734,NA,NA
"8893",23738,NA,NA
"8894",23743,49,"Transportation & Public Utilities"
"8895",23745,NA,NA
"8896",23746,NA,NA
"8897",23750,NA,NA
"8898",23752,NA,NA
"8899",23753,37,"Manufacturing"
"8900",23754,NA,NA
"8901",23756,NA,NA
"8902",23757,NA,NA
"8903",23759,NA,NA
"8904",23760,NA,NA
"8905",23763,NA,NA
"8906",23764,10,"Mining"
"8907",23765,NA,NA
"8908",23766,NA,NA
"8909",23767,36,"Manufacturing"
"8910",23768,63,"Finance, Insurance, Real Estate"
"8911",23769,58,"Retail Trade"
"8912",23774,33,"Manufacturing"
"8913",23776,38,"Manufacturing"
"8914",23777,73,"Services"
"8915",23778,55,"Retail Trade"
"8916",23779,51,"Wholesale Trade"
"8917",23786,67,"Finance, Insurance, Real Estate"
"8918",23787,38,"Manufacturing"
"8919",23790,35,"Manufacturing"
"8920",23791,35,"Manufacturing"
"8921",23793,67,"Finance, Insurance, Real Estate"
"8922",23794,67,"Finance, Insurance, Real Estate"
"8923",23799,28,"Manufacturing"
"8924",23801,16,"Construction"
"8925",23803,NA,NA
"8926",23804,NA,NA
"8927",23805,28,"Manufacturing"
"8928",23808,13,"Mining"
"8929",23809,55,"Retail Trade"
"8930",23810,38,"Manufacturing"
"8931",23811,49,"Transportation & Public Utilities"
"8932",23812,28,"Manufacturing"
"8933",23813,NA,NA
"8934",23818,73,"Services"
"8935",23819,80,"Services"
"8936",23820,48,"Transportation & Public Utilities"
"8937",23821,NA,NA
"8938",23825,NA,NA
"8939",23826,63,"Finance, Insurance, Real Estate"
"8940",23827,NA,NA
"8941",23843,58,"Retail Trade"
"8942",23844,20,"Manufacturing"
"8943",23848,NA,NA
"8944",23852,73,"Services"
"8945",23853,NA,NA
"8946",23856,NA,NA
"8947",23858,50,"Wholesale Trade"
"8948",23864,35,"Manufacturing"
"8949",23865,35,"Manufacturing"
"8950",23866,10,"Mining"
"8951",23868,NA,NA
"8952",23871,NA,NA
"8953",23872,59,"Retail Trade"
"8954",23875,35,"Manufacturing"
"8955",23876,36,"Manufacturing"
"8956",23877,80,"Services"
"8957",23882,99,"Public Administration"
"8958",23883,NA,NA
"8959",23886,50,"Wholesale Trade"
"8960",23888,NA,NA
"8961",23889,NA,NA
"8962",23890,36,"Manufacturing"
"8963",23891,NA,NA
"8964",23893,NA,NA
"8965",23897,73,"Services"
"8966",23898,87,"Services"
"8967",23901,NA,NA
"8968",23918,NA,NA
"8969",23919,NA,NA
"8970",23921,NA,NA
"8971",23923,NA,NA
"8972",23924,NA,NA
"8973",23929,59,"Retail Trade"
"8974",23930,NA,NA
"8975",23933,28,"Manufacturing"
"8976",23934,50,"Wholesale Trade"
"8977",23935,NA,NA
"8978",23936,99,"Public Administration"
"8979",23937,NA,NA
"8980",23938,28,"Manufacturing"
"8981",23939,NA,NA
"8982",23940,64,"Finance, Insurance, Real Estate"
"8983",23941,NA,NA
"8984",23942,53,"Retail Trade"
"8985",23943,36,"Manufacturing"
"8986",23945,28,"Manufacturing"
"8987",23946,80,"Services"
"8988",23948,27,"Manufacturing"
"8989",23949,NA,NA
"8990",23950,51,"Wholesale Trade"
"8991",23952,NA,NA
"8992",23953,82,"Services"
"8993",23954,NA,NA
"8994",23955,73,"Services"
"8995",23958,NA,NA
"8996",23959,NA,NA
"8997",23961,13,"Mining"
"8998",23964,80,"Services"
"8999",23968,35,"Manufacturing"
"9000",23969,80,"Services"
"9001",23971,61,"Finance, Insurance, Real Estate"
"9002",23973,56,"Retail Trade"
"9003",23976,13,"Mining"
"9004",23977,67,"Finance, Insurance, Real Estate"
"9005",23978,33,"Manufacturing"
"9006",23980,28,"Manufacturing"
"9007",23983,NA,NA
"9008",23984,NA,NA
"9009",23985,NA,NA
"9010",23986,NA,NA
"9011",23988,80,"Services"
"9012",23989,64,"Finance, Insurance, Real Estate"
"9013",23990,38,"Manufacturing"
"9014",23992,32,"Manufacturing"
"9015",23993,NA,NA
"9016",23994,53,"Retail Trade"
"9017",23996,67,"Finance, Insurance, Real Estate"
"9018",23998,NA,NA
"9019",23999,13,"Mining"
"9020",24001,NA,NA
"9021",24003,NA,NA
"9022",24005,13,"Mining"
"9023",24008,28,"Manufacturing"
"9024",24010,62,"Finance, Insurance, Real Estate"
"9025",24012,NA,NA
"9026",24014,55,"Retail Trade"
"9027",24021,38,"Manufacturing"
"9028",24029,36,"Manufacturing"
"9029",24032,23,"Manufacturing"
"9030",24036,28,"Manufacturing"
"9031",24037,80,"Services"
"9032",24038,38,"Manufacturing"
"9033",24040,28,"Manufacturing"
"9034",24044,13,"Mining"
"9035",24048,48,"Transportation & Public Utilities"
"9036",24050,73,"Services"
"9037",24058,64,"Finance, Insurance, Real Estate"
"9038",24059,NA,NA
"9039",24060,NA,NA
"9040",24066,59,"Retail Trade"
"9041",24067,73,"Services"
"9042",24068,28,"Manufacturing"
"9043",24069,40,"Transportation & Public Utilities"
"9044",24070,NA,NA
"9045",24071,73,"Services"
"9046",24073,46,"Transportation & Public Utilities"
"9047",24074,NA,NA
"9048",24076,53,"Retail Trade"
"9049",24083,73,"Services"
"9050",24084,38,"Manufacturing"
"9051",24085,13,"Mining"
"9052",24089,NA,NA
"9053",24093,35,"Manufacturing"
"9054",24096,23,"Manufacturing"
"9055",24097,NA,NA
"9056",24098,NA,NA
"9057",24099,34,"Manufacturing"
"9058",24100,36,"Manufacturing"
"9059",24101,59,"Retail Trade"
"9060",24103,80,"Services"
"9061",24105,30,"Manufacturing"
"9062",24106,28,"Manufacturing"
"9063",24108,61,"Finance, Insurance, Real Estate"
"9064",24110,28,"Manufacturing"
"9065",24113,58,"Retail Trade"
"9066",24114,87,"Services"
"9067",24115,NA,NA
"9068",24116,65,"Finance, Insurance, Real Estate"
"9069",24117,NA,NA
"9070",24118,NA,NA
"9071",24119,63,"Finance, Insurance, Real Estate"
"9072",24120,NA,NA
"9073",24122,NA,NA
"9074",24123,34,"Manufacturing"
"9075",24124,NA,NA
"9076",24126,NA,NA
"9077",24127,NA,NA
"9078",24131,13,"Mining"
"9079",24134,NA,NA
"9080",24135,73,"Services"
"9081",24136,NA,NA
"9082",24139,65,"Finance, Insurance, Real Estate"
"9083",24140,36,"Manufacturing"
"9084",24142,28,"Manufacturing"
"9085",24147,64,"Finance, Insurance, Real Estate"
"9086",24148,60,"Finance, Insurance, Real Estate"
"9087",24149,48,"Transportation & Public Utilities"
"9088",24155,NA,NA
"9089",24157,59,"Retail Trade"
"9090",24164,NA,NA
"9091",24167,73,"Services"
"9092",24169,NA,NA
"9093",24170,49,"Transportation & Public Utilities"
"9094",24171,53,"Retail Trade"
"9095",24172,NA,NA
"9096",24175,NA,NA
"9097",24176,80,"Services"
"9098",24177,28,"Manufacturing"
"9099",24179,28,"Manufacturing"
"9100",24184,80,"Services"
"9101",24185,38,"Manufacturing"
"9102",24186,58,"Retail Trade"
"9103",24187,80,"Services"
"9104",24188,78,"Services"
"9105",24190,36,"Manufacturing"
"9106",24191,NA,NA
"9107",24192,NA,NA
"9108",24193,17,"Construction"
"9109",24195,73,"Services"
"9110",24196,NA,NA
"9111",24197,28,"Manufacturing"
"9112",24198,80,"Services"
"9113",24199,NA,NA
"9114",24200,NA,NA
"9115",24203,61,"Finance, Insurance, Real Estate"
"9116",24204,50,"Wholesale Trade"
"9117",24205,28,"Manufacturing"
"9118",24206,NA,NA
"9119",24216,49,"Transportation & Public Utilities"
"9120",24217,73,"Services"
"9121",24218,52,"Retail Trade"
"9122",24219,80,"Services"
"9123",24220,28,"Manufacturing"
"9124",24222,39,"Manufacturing"
"9125",24223,67,"Finance, Insurance, Real Estate"
"9126",24224,80,"Services"
"9127",24225,64,"Finance, Insurance, Real Estate"
"9128",24226,37,"Manufacturing"
"9129",24227,NA,NA
"9130",24228,NA,NA
"9131",24229,NA,NA
"9132",24231,NA,NA
"9133",24232,NA,NA
"9134",24233,63,"Finance, Insurance, Real Estate"
"9135",24234,59,"Retail Trade"
"9136",24235,NA,NA
"9137",24236,NA,NA
"9138",24245,58,"Retail Trade"
"9139",24249,80,"Services"
"9140",24276,NA,NA
"9141",24277,NA,NA
"9142",24278,NA,NA
"9143",24279,NA,NA
"9144",24281,38,"Manufacturing"
"9145",24283,20,"Manufacturing"
"9146",24285,NA,NA
"9147",24287,63,"Finance, Insurance, Real Estate"
"9148",24289,17,"Construction"
"9149",24291,67,"Finance, Insurance, Real Estate"
"9150",24292,NA,NA
"9151",24293,33,"Manufacturing"
"9152",24294,67,"Finance, Insurance, Real Estate"
"9153",24295,50,"Wholesale Trade"
"9154",24302,28,"Manufacturing"
"9155",24303,27,"Manufacturing"
"9156",24304,38,"Manufacturing"
"9157",24305,NA,NA
"9158",24306,36,"Manufacturing"
"9159",24307,57,"Retail Trade"
"9160",24310,65,"Finance, Insurance, Real Estate"
"9161",24311,38,"Manufacturing"
"9162",24312,59,"Retail Trade"
"9163",24313,61,"Finance, Insurance, Real Estate"
"9164",24315,73,"Services"
"9165",24316,20,"Manufacturing"
"9166",24317,27,"Manufacturing"
"9167",24318,63,"Finance, Insurance, Real Estate"
"9168",24319,80,"Services"
"9169",24321,33,"Manufacturing"
"9170",24325,27,"Manufacturing"
"9171",24326,10,"Mining"
"9172",24328,61,"Finance, Insurance, Real Estate"
"9173",24330,67,"Finance, Insurance, Real Estate"
"9174",24331,36,"Manufacturing"
"9175",24334,56,"Retail Trade"
"9176",24335,73,"Services"
"9177",24338,38,"Manufacturing"
"9178",24342,48,"Transportation & Public Utilities"
"9179",24343,NA,NA
"9180",24344,28,"Manufacturing"
"9181",24345,79,"Services"
"9182",24346,48,"Transportation & Public Utilities"
"9183",24350,75,"Services"
"9184",24351,NA,NA
"9185",24352,73,"Services"
"9186",24353,80,"Services"
"9187",24355,NA,NA
"9188",24356,51,"Wholesale Trade"
"9189",24357,35,"Manufacturing"
"9190",24359,48,"Transportation & Public Utilities"
"9191",24360,87,"Services"
"9192",24361,48,"Transportation & Public Utilities"
"9193",24362,NA,NA
"9194",24363,35,"Manufacturing"
"9195",24365,35,"Manufacturing"
"9196",24368,36,"Manufacturing"
"9197",24369,28,"Manufacturing"
"9198",24370,10,"Mining"
"9199",24371,39,"Manufacturing"
"9200",24372,NA,NA
"9201",24373,28,"Manufacturing"
"9202",24374,10,"Mining"
"9203",24375,51,"Wholesale Trade"
"9204",24376,73,"Services"
"9205",24377,NA,NA
"9206",24378,73,"Services"
"9207",24379,63,"Finance, Insurance, Real Estate"
"9208",24380,NA,NA
"9209",24381,63,"Finance, Insurance, Real Estate"
"9210",24382,36,"Manufacturing"
"9211",24384,28,"Manufacturing"
"9212",24385,87,"Services"
"9213",24386,28,"Manufacturing"
"9214",24389,80,"Services"
"9215",24390,48,"Transportation & Public Utilities"
"9216",24393,63,"Finance, Insurance, Real Estate"
"9217",24395,50,"Wholesale Trade"
"9218",24396,80,"Services"
"9219",24397,NA,NA
"9220",24398,50,"Wholesale Trade"
"9221",24400,50,"Wholesale Trade"
"9222",24401,36,"Manufacturing"
"9223",24402,38,"Manufacturing"
"9224",24403,24,"Manufacturing"
"9225",24405,35,"Manufacturing"
"9226",24406,NA,NA
"9227",24407,78,"Services"
"9228",24408,20,"Manufacturing"
"9229",24409,73,"Services"
"9230",24410,NA,NA
"9231",24412,13,"Mining"
"9232",24414,NA,NA
"9233",24415,52,"Retail Trade"
"9234",24419,30,"Manufacturing"
"9235",24420,NA,NA
"9236",24421,NA,NA
"9237",24422,49,"Transportation & Public Utilities"
"9238",24424,99,"Public Administration"
"9239",24426,37,"Manufacturing"
