"","gvkey","sic2","category"
"792",3500,67,"Finance, Insurance, Real Estate"
"793",3502,30,"Manufacturing"
"794",3503,28,"Manufacturing"
"795",3504,38,"Manufacturing"
"796",3505,20,"Manufacturing"
"797",3515,38,"Manufacturing"
"798",3516,20,"Manufacturing"
"799",3518,36,"Manufacturing"
"800",3520,38,"Manufacturing"
"801",3524,34,"Manufacturing"
"802",3527,60,"Finance, Insurance, Real Estate"
"803",3532,32,"Manufacturing"
"804",3533,49,"Transportation & Public Utilities"
"805",3538,20,"Manufacturing"
"806",3547,38,"Manufacturing"
"807",3550,15,"Construction"
"808",3552,50,"Wholesale Trade"
"809",3555,61,"Finance, Insurance, Real Estate"
"810",3556,27,"Manufacturing"
"811",3558,28,"Manufacturing"
"812",3562,67,"Finance, Insurance, Real Estate"
"813",3570,58,"Retail Trade"
"814",3574,87,"Services"
"815",3579,25,"Manufacturing"
"816",3580,50,"Wholesale Trade"
"817",3581,64,"Finance, Insurance, Real Estate"
"818",3584,73,"Services"
"819",3586,35,"Manufacturing"
"820",3591,61,"Finance, Insurance, Real Estate"
"821",3592,61,"Finance, Insurance, Real Estate"
"822",3594,13,"Mining"
"823",3599,26,"Manufacturing"
"824",3600,65,"Finance, Insurance, Real Estate"
"825",3607,28,"Manufacturing"
"826",3609,73,"Services"
"827",3612,39,"Manufacturing"
"828",3615,53,"Retail Trade"
"829",3617,59,"Retail Trade"
"830",3618,29,"Manufacturing"
"831",3619,34,"Manufacturing"
"832",3622,22,"Manufacturing"
"833",3625,67,"Finance, Insurance, Real Estate"
"834",3636,79,"Services"
"835",3637,13,"Mining"
"836",3639,38,"Manufacturing"
"837",3640,58,"Retail Trade"
"838",3642,21,"Manufacturing"
"839",3643,60,"Finance, Insurance, Real Estate"
"840",3647,22,"Manufacturing"
"841",3650,35,"Manufacturing"
"842",3662,33,"Manufacturing"
"843",3666,38,"Manufacturing"
"844",3668,72,"Services"
"845",3673,38,"Manufacturing"
"846",3683,73,"Services"
"847",3684,36,"Manufacturing"
"848",3686,38,"Manufacturing"
"849",3691,28,"Manufacturing"
"850",3693,28,"Manufacturing"
"851",3700,25,"Manufacturing"
"852",3702,10,"Mining"
"853",3705,36,"Manufacturing"
"854",3707,73,"Services"
"855",3708,22,"Manufacturing"
"856",3711,38,"Manufacturing"
"857",3713,54,"Retail Trade"
"858",3715,38,"Manufacturing"
"859",3734,37,"Manufacturing"
"860",3735,34,"Manufacturing"
"861",3736,38,"Manufacturing"
"862",3747,55,"Retail Trade"
"863",3756,36,"Manufacturing"
"864",3760,35,"Manufacturing"
"865",3761,38,"Manufacturing"
"866",3762,73,"Services"
"867",3769,NA,NA
"868",3772,50,"Wholesale Trade"
"869",3773,36,"Manufacturing"
"870",3776,35,"Manufacturing"
"871",3779,36,"Manufacturing"
"872",3781,35,"Manufacturing"
"873",3782,35,"Manufacturing"
"874",3785,35,"Manufacturing"
"875",3786,38,"Manufacturing"
"876",3789,73,"Services"
"877",3793,38,"Manufacturing"
"878",3796,36,"Manufacturing"
"879",3798,38,"Manufacturing"
"880",3799,NA,NA
"881",3801,70,"Services"
"882",3805,50,"Wholesale Trade"
"883",3806,13,"Mining"
"884",3807,80,"Services"
"885",3813,53,"Retail Trade"
"886",3814,49,"Transportation & Public Utilities"
"887",3819,NA,NA
"888",3820,37,"Manufacturing"
"889",3821,20,"Manufacturing"
"890",3824,56,"Retail Trade"
"891",3827,45,"Transportation & Public Utilities"
"892",3833,23,"Manufacturing"
"893",3835,35,"Manufacturing"
"894",3836,61,"Finance, Insurance, Real Estate"
"895",3839,36,"Manufacturing"
"896",3840,28,"Manufacturing"
"897",3842,NA,NA
"898",3844,54,"Retail Trade"
"899",3848,49,"Transportation & Public Utilities"
"900",3849,38,"Manufacturing"
"901",3851,45,"Transportation & Public Utilities"
"902",3855,49,"Transportation & Public Utilities"
"903",3861,65,"Finance, Insurance, Real Estate"
"904",3862,44,"Transportation & Public Utilities"
"905",3863,27,"Manufacturing"
"906",3865,38,"Manufacturing"
"907",3872,28,"Manufacturing"
"908",3878,NA,NA
"909",3886,54,"Retail Trade"
"910",3888,28,"Manufacturing"
"911",3892,36,"Manufacturing"
"912",3895,28,"Manufacturing"
"913",3896,47,"Transportation & Public Utilities"
"914",3897,49,"Transportation & Public Utilities"
"915",3905,82,"Services"
"916",3907,73,"Services"
"917",3908,34,"Manufacturing"
"918",3911,22,"Manufacturing"
"919",3914,51,"Wholesale Trade"
"920",3915,87,"Services"
"921",3916,28,"Manufacturing"
"922",3917,28,"Manufacturing"
"923",3918,38,"Manufacturing"
"924",3931,48,"Transportation & Public Utilities"
"925",3933,51,"Wholesale Trade"
"926",3934,38,"Manufacturing"
"927",3935,38,"Manufacturing"
"928",3936,59,"Retail Trade"
"929",3937,51,"Wholesale Trade"
"930",3938,36,"Manufacturing"
"931",3946,35,"Manufacturing"
"932",3949,13,"Mining"
"933",3955,35,"Manufacturing"
"934",3957,73,"Services"
"935",3962,36,"Manufacturing"
"936",3964,53,"Retail Trade"
"937",3969,36,"Manufacturing"
"938",3971,38,"Manufacturing"
"939",3972,36,"Manufacturing"
"940",3979,34,"Manufacturing"
"941",3980,78,"Services"
"942",3983,50,"Wholesale Trade"
"943",4001,22,"Manufacturing"
"944",4005,39,"Manufacturing"
"945",4015,13,"Mining"
"946",4016,53,"Retail Trade"
"947",4017,33,"Manufacturing"
"948",4019,26,"Manufacturing"
"949",4020,30,"Manufacturing"
"950",4024,49,"Transportation & Public Utilities"
"951",4029,49,"Transportation & Public Utilities"
"952",4031,22,"Manufacturing"
"953",4034,26,"Manufacturing"
"954",4036,35,"Manufacturing"
"955",4040,27,"Manufacturing"
"956",4041,26,"Manufacturing"
"957",4045,13,"Mining"
"958",4049,NA,NA
"959",4050,20,"Manufacturing"
"960",4051,35,"Manufacturing"
"961",4052,67,"Finance, Insurance, Real Estate"
"962",4054,20,"Manufacturing"
"963",4055,25,"Manufacturing"
"964",4058,NA,NA
"965",4059,20,"Manufacturing"
"966",4060,28,"Manufacturing"
"967",4061,28,"Manufacturing"
"968",4062,27,"Manufacturing"
"969",4065,60,"Finance, Insurance, Real Estate"
"970",4066,73,"Services"
"971",4069,32,"Manufacturing"
"972",4072,56,"Retail Trade"
"973",4073,35,"Manufacturing"
"974",4077,35,"Manufacturing"
"975",4078,20,"Manufacturing"
"976",4083,33,"Manufacturing"
"977",4086,28,"Manufacturing"
"978",4087,28,"Manufacturing"
"979",4090,53,"Retail Trade"
"980",4091,37,"Manufacturing"
"981",4093,49,"Transportation & Public Utilities"
"982",4094,87,"Services"
"983",4097,65,"Finance, Insurance, Real Estate"
"984",4101,27,"Manufacturing"
"985",4103,49,"Transportation & Public Utilities"
"986",4105,35,"Manufacturing"
"987",4108,35,"Manufacturing"
"988",4115,16,"Construction"
"989",4116,56,"Retail Trade"
"990",4119,87,"Services"
"991",4121,24,"Manufacturing"
"992",4123,36,"Manufacturing"
"993",4124,38,"Manufacturing"
"994",4126,36,"Manufacturing"
"995",4127,73,"Services"
"996",4128,36,"Manufacturing"
"997",4130,32,"Manufacturing"
"998",4132,38,"Manufacturing"
"999",4137,55,"Retail Trade"
"1000",4138,27,"Manufacturing"
"1001",4140,36,"Manufacturing"
"1002",4145,87,"Services"
"1003",4148,38,"Manufacturing"
"1004",4149,NA,NA
"1005",4156,37,"Manufacturing"
"1006",4160,49,"Transportation & Public Utilities"
"1007",4162,28,"Manufacturing"
"1008",4166,65,"Finance, Insurance, Real Estate"
"1009",4168,37,"Manufacturing"
"1010",4173,20,"Manufacturing"
"1011",4176,67,"Finance, Insurance, Real Estate"
"1012",4182,38,"Manufacturing"
"1013",4186,34,"Manufacturing"
"1014",4187,NA,NA
"1015",4189,49,"Transportation & Public Utilities"
"1016",4191,49,"Transportation & Public Utilities"
"1017",4193,67,"Finance, Insurance, Real Estate"
"1018",4194,38,"Manufacturing"
"1019",4199,37,"Manufacturing"
"1020",4201,62,"Finance, Insurance, Real Estate"
"1021",4204,37,"Manufacturing"
"1022",4205,10,"Mining"
"1023",4207,59,"Retail Trade"
"1024",4213,28,"Manufacturing"
"1025",4218,56,"Retail Trade"
"1026",4220,49,"Transportation & Public Utilities"
"1027",4222,38,"Manufacturing"
"1028",4223,36,"Manufacturing"
"1029",4225,51,"Wholesale Trade"
"1030",4228,99,"Public Administration"
"1031",4230,62,"Finance, Insurance, Real Estate"
"1032",4235,67,"Finance, Insurance, Real Estate"
"1033",4238,58,"Retail Trade"
"1034",4241,49,"Transportation & Public Utilities"
"1035",4242,49,"Transportation & Public Utilities"
"1036",4245,28,"Manufacturing"
"1037",4248,38,"Manufacturing"
"1038",4250,34,"Manufacturing"
"1039",4251,29,"Manufacturing"
"1040",4259,36,"Manufacturing"
"1041",4265,38,"Manufacturing"
"1042",4267,67,"Finance, Insurance, Real Estate"
"1043",4273,73,"Services"
"1044",4274,36,"Manufacturing"
"1045",4275,38,"Manufacturing"
"1046",4277,38,"Manufacturing"
"1047",4279,36,"Manufacturing"
"1048",4283,36,"Manufacturing"
"1049",4292,36,"Manufacturing"
"1050",4293,28,"Manufacturing"
"1051",4296,36,"Manufacturing"
"1052",4302,NA,NA
"1053",4311,67,"Finance, Insurance, Real Estate"
"1054",4312,38,"Manufacturing"
"1055",4313,79,"Services"
"1056",4316,50,"Wholesale Trade"
"1057",4321,38,"Manufacturing"
"1058",4322,36,"Manufacturing"
"1059",4328,40,"Transportation & Public Utilities"
"1060",4329,38,"Manufacturing"
"1061",4331,49,"Transportation & Public Utilities"
"1062",4335,39,"Manufacturing"
"1063",4340,35,"Manufacturing"
"1064",4341,NA,NA
"1065",4344,35,"Manufacturing"
"1066",4348,49,"Transportation & Public Utilities"
"1067",4349,38,"Manufacturing"
"1068",4351,49,"Transportation & Public Utilities"
"1069",4352,36,"Manufacturing"
"1070",4359,87,"Services"
"1071",4364,35,"Manufacturing"
"1072",4367,35,"Manufacturing"
"1073",4369,13,"Mining"
"1074",4371,50,"Wholesale Trade"
"1075",4372,35,"Manufacturing"
"1076",4374,38,"Manufacturing"
"1077",4381,49,"Transportation & Public Utilities"
"1078",4383,49,"Transportation & Public Utilities"
"1079",4384,67,"Finance, Insurance, Real Estate"
"1080",4390,27,"Manufacturing"
"1081",4393,49,"Transportation & Public Utilities"
"1082",4409,28,"Manufacturing"
"1083",4412,30,"Manufacturing"
"1084",4413,35,"Manufacturing"
"1085",4415,38,"Manufacturing"
"1086",4416,70,"Services"
"1087",4418,80,"Services"
"1088",4423,73,"Services"
"1089",4424,NA,NA
"1090",4430,49,"Transportation & Public Utilities"
"1091",4434,13,"Mining"
"1092",4439,36,"Manufacturing"
"1093",4443,49,"Transportation & Public Utilities"
"1094",4448,39,"Manufacturing"
"1095",4450,36,"Manufacturing"
"1096",4456,87,"Services"
"1097",4457,49,"Transportation & Public Utilities"
"1098",4460,35,"Manufacturing"
"1099",4462,28,"Manufacturing"
"1100",4463,24,"Manufacturing"
"1101",4467,36,"Manufacturing"
"1102",4469,56,"Retail Trade"
"1103",4471,38,"Manufacturing"
"1104",4476,36,"Manufacturing"
"1105",4477,73,"Services"
"1106",4479,37,"Manufacturing"
"1107",4485,70,"Services"
"1108",4491,32,"Manufacturing"
"1109",4492,38,"Manufacturing"
"1110",4494,47,"Transportation & Public Utilities"
"1111",4495,73,"Services"
"1112",4496,13,"Mining"
"1113",4497,33,"Manufacturing"
"1114",4498,33,"Manufacturing"
"1115",4503,29,"Manufacturing"
"1116",4506,79,"Services"
"1117",4507,34,"Manufacturing"
"1118",4510,28,"Manufacturing"
"1119",4515,15,"Construction"
"1120",4517,49,"Transportation & Public Utilities"
"1121",4520,22,"Manufacturing"
"1122",4523,59,"Retail Trade"
"1123",4527,73,"Services"
"1124",4529,28,"Manufacturing"
"1125",4530,73,"Services"
"1126",4532,67,"Finance, Insurance, Real Estate"
"1127",4537,79,"Services"
"1128",4542,NA,NA
"1129",4544,NA,NA
"1130",4545,34,"Manufacturing"
"1131",4546,15,"Construction"
"1132",4551,28,"Manufacturing"
"1133",4553,25,"Manufacturing"
"1134",4555,33,"Manufacturing"
"1135",4556,49,"Transportation & Public Utilities"
"1136",4560,53,"Retail Trade"
"1137",4568,35,"Manufacturing"
"1138",4569,48,"Transportation & Public Utilities"
"1139",4572,48,"Transportation & Public Utilities"
"1140",4573,23,"Manufacturing"
"1141",4576,20,"Manufacturing"
"1142",4577,54,"Retail Trade"
"1143",4579,20,"Manufacturing"
"1144",4584,20,"Manufacturing"
"1145",4585,35,"Manufacturing"
"1146",4589,58,"Retail Trade"
"1147",4592,59,"Retail Trade"
"1148",4595,35,"Manufacturing"
"1149",4598,45,"Transportation & Public Utilities"
"1150",4599,50,"Wholesale Trade"
"1151",4600,37,"Manufacturing"
"1152",4601,61,"Finance, Insurance, Real Estate"
"1153",4605,67,"Finance, Insurance, Real Estate"
"1154",4606,67,"Finance, Insurance, Real Estate"
"1155",4607,34,"Manufacturing"
"1156",4608,37,"Manufacturing"
"1157",4611,53,"Retail Trade"
"1158",4616,50,"Wholesale Trade"
"1159",4622,28,"Manufacturing"
"1160",4623,36,"Manufacturing"
"1161",4632,51,"Wholesale Trade"
"1162",4635,22,"Manufacturing"
"1163",4639,36,"Manufacturing"
"1164",4640,60,"Finance, Insurance, Real Estate"
"1165",4641,38,"Manufacturing"
"1166",4645,27,"Manufacturing"
"1167",4666,62,"Finance, Insurance, Real Estate"
"1168",4669,NA,NA
"1169",4671,36,"Manufacturing"
"1170",4674,60,"Finance, Insurance, Real Estate"
"1171",4675,38,"Manufacturing"
"1172",4678,60,"Finance, Insurance, Real Estate"
"1173",4679,NA,NA
"1174",4680,60,"Finance, Insurance, Real Estate"
"1175",4681,99,"Public Administration"
"1176",4682,60,"Finance, Insurance, Real Estate"
"1177",4685,NA,NA
"1178",4687,65,"Finance, Insurance, Real Estate"
"1179",4690,NA,NA
"1180",4694,NA,NA
"1181",4695,61,"Finance, Insurance, Real Estate"
"1182",4699,60,"Finance, Insurance, Real Estate"
"1183",4702,61,"Finance, Insurance, Real Estate"
"1184",4707,NA,NA
"1185",4708,NA,NA
"1186",4710,60,"Finance, Insurance, Real Estate"
"1187",4714,67,"Finance, Insurance, Real Estate"
"1188",4715,NA,NA
"1189",4716,62,"Finance, Insurance, Real Estate"
"1190",4719,28,"Manufacturing"
"1191",4723,60,"Finance, Insurance, Real Estate"
"1192",4731,51,"Wholesale Trade"
"1193",4735,22,"Manufacturing"
"1194",4736,60,"Finance, Insurance, Real Estate"
"1195",4737,60,"Finance, Insurance, Real Estate"
"1196",4739,60,"Finance, Insurance, Real Estate"
"1197",4740,67,"Finance, Insurance, Real Estate"
"1198",4742,60,"Finance, Insurance, Real Estate"
"1199",4743,60,"Finance, Insurance, Real Estate"
"1200",4748,51,"Wholesale Trade"
"1201",4758,28,"Manufacturing"
"1202",4759,58,"Retail Trade"
"1203",4763,37,"Manufacturing"
"1204",4764,60,"Finance, Insurance, Real Estate"
"1205",4768,37,"Manufacturing"
"1206",4769,51,"Wholesale Trade"
"1207",4771,25,"Manufacturing"
"1208",4777,45,"Transportation & Public Utilities"
"1209",4779,82,"Services"
"1210",4783,73,"Services"
"1211",4790,40,"Transportation & Public Utilities"
"1212",4798,NA,NA
"1213",4799,49,"Transportation & Public Utilities"
"1214",4800,49,"Transportation & Public Utilities"
"1215",4801,49,"Transportation & Public Utilities"
"1216",4802,32,"Manufacturing"
"1217",4803,33,"Manufacturing"
"1218",4806,87,"Services"
"1219",4807,35,"Manufacturing"
"1220",4809,20,"Manufacturing"
"1221",4817,38,"Manufacturing"
"1222",4818,16,"Construction"
"1223",4819,30,"Manufacturing"
"1224",4826,38,"Manufacturing"
"1225",4828,54,"Retail Trade"
"1226",4830,54,"Retail Trade"
"1227",4834,73,"Services"
"1228",4837,32,"Manufacturing"
"1229",4839,37,"Manufacturing"
"1230",4840,61,"Finance, Insurance, Real Estate"
"1231",4842,65,"Finance, Insurance, Real Estate"
"1232",4843,28,"Manufacturing"
"1233",4844,13,"Mining"
"1234",4847,50,"Wholesale Trade"
"1235",4850,26,"Manufacturing"
"1236",4853,NA,NA
"1237",4854,99,"Public Administration"
"1238",4856,83,"Services"
"1239",4860,50,"Wholesale Trade"
"1240",4864,16,"Construction"
"1241",4878,10,"Mining"
"1242",4881,36,"Manufacturing"
"1243",4885,62,"Finance, Insurance, Real Estate"
"1244",4887,NA,NA
"1245",4891,80,"Services"
"1246",4892,56,"Retail Trade"
"1247",4894,67,"Finance, Insurance, Real Estate"
"1248",4895,28,"Manufacturing"
"1249",4900,38,"Manufacturing"
"1250",4903,33,"Manufacturing"
"1251",4911,58,"Retail Trade"
"1252",4918,42,"Transportation & Public Utilities"
"1253",4924,58,"Retail Trade"
"1254",4925,38,"Manufacturing"
"1255",4926,28,"Manufacturing"
"1256",4932,78,"Services"
"1257",4936,72,"Services"
"1258",4940,29,"Manufacturing"
"1259",4941,47,"Transportation & Public Utilities"
"1260",4954,49,"Transportation & Public Utilities"
"1261",4960,36,"Manufacturing"
"1262",4961,48,"Transportation & Public Utilities"
"1263",4962,36,"Manufacturing"
"1264",4972,38,"Manufacturing"
"1265",4973,64,"Finance, Insurance, Real Estate"
"1266",4975,39,"Manufacturing"
"1267",4976,51,"Wholesale Trade"
"1268",4981,38,"Manufacturing"
"1269",4985,28,"Manufacturing"
"1270",4987,35,"Manufacturing"
"1271",4988,27,"Manufacturing"
"1272",4990,56,"Retail Trade"
"1273",4991,38,"Manufacturing"
"1274",4993,23,"Manufacturing"
"1275",5014,38,"Manufacturing"
"1276",5016,63,"Finance, Insurance, Real Estate"
"1277",5018,37,"Manufacturing"
"1278",5019,NA,NA
"1279",5020,28,"Manufacturing"
"1280",5024,NA,NA
"1281",5027,73,"Services"
"1282",5032,35,"Manufacturing"
"1283",5038,53,"Retail Trade"
"1284",5043,36,"Manufacturing"
"1285",5045,99,"Public Administration"
"1286",5046,37,"Manufacturing"
"1287",5047,36,"Manufacturing"
"1288",5048,61,"Finance, Insurance, Real Estate"
"1289",5050,73,"Services"
"1290",5060,52,"Retail Trade"
"1291",5061,33,"Manufacturing"
"1292",5063,36,"Manufacturing"
"1293",5065,34,"Manufacturing"
"1294",5066,34,"Manufacturing"
"1295",5070,36,"Manufacturing"
"1296",5071,20,"Manufacturing"
"1297",5072,61,"Finance, Insurance, Real Estate"
"1298",5073,37,"Manufacturing"
"1299",5074,73,"Services"
"1300",5076,82,"Services"
"1301",5079,49,"Transportation & Public Utilities"
"1302",5080,63,"Finance, Insurance, Real Estate"
"1303",5087,36,"Manufacturing"
"1304",5090,48,"Transportation & Public Utilities"
"1305",5091,48,"Transportation & Public Utilities"
"1306",5093,48,"Transportation & Public Utilities"
"1307",5097,48,"Transportation & Public Utilities"
"1308",5100,48,"Transportation & Public Utilities"
"1309",5101,48,"Transportation & Public Utilities"
"1310",5109,56,"Retail Trade"
"1311",5111,20,"Manufacturing"
"1312",5116,37,"Manufacturing"
"1313",5121,59,"Retail Trade"
"1314",5122,38,"Manufacturing"
"1315",5124,87,"Services"
"1316",5125,50,"Wholesale Trade"
"1317",5129,13,"Mining"
"1318",5133,26,"Manufacturing"
"1319",5134,26,"Manufacturing"
"1320",5135,NA,NA
"1321",5142,35,"Manufacturing"
"1322",5144,80,"Services"
"1323",5147,50,"Wholesale Trade"
"1324",5149,51,"Wholesale Trade"
"1325",5151,54,"Retail Trade"
"1326",5152,67,"Finance, Insurance, Real Estate"
"1327",5153,10,"Mining"
"1328",5161,26,"Manufacturing"
"1329",5165,38,"Manufacturing"
"1330",5166,87,"Services"
"1331",5169,34,"Manufacturing"
"1332",5174,38,"Manufacturing"
"1333",5177,13,"Mining"
"1334",5179,26,"Manufacturing"
"1335",5180,28,"Manufacturing"
"1336",5181,35,"Manufacturing"
"1337",5184,60,"Finance, Insurance, Real Estate"
"1338",5187,13,"Mining"
"1339",5188,13,"Mining"
"1340",5193,67,"Finance, Insurance, Real Estate"
"1341",5198,34,"Manufacturing"
"1342",5202,67,"Finance, Insurance, Real Estate"
"1343",5205,10,"Mining"
"1344",5208,20,"Manufacturing"
"1345",5210,20,"Manufacturing"
"1346",5211,79,"Services"
"1347",5215,13,"Mining"
"1348",5216,60,"Finance, Insurance, Real Estate"
"1349",5218,16,"Construction"
"1350",5224,27,"Manufacturing"
"1351",5229,28,"Manufacturing"
"1352",5234,30,"Manufacturing"
"1353",5237,35,"Manufacturing"
"1354",5241,NA,NA
"1355",5242,NA,NA
"1356",5246,60,"Finance, Insurance, Real Estate"
"1357",5247,35,"Manufacturing"
"1358",5250,28,"Manufacturing"
"1359",5252,35,"Manufacturing"
"1360",5253,35,"Manufacturing"
"1361",5254,35,"Manufacturing"
"1362",5256,50,"Wholesale Trade"
"1363",5262,10,"Mining"
"1364",5271,NA,NA
"1365",5275,27,"Manufacturing"
